database_name,table_schema,table_name,column_name,data_type,ordinal_position,Description,Use_it,column_ID,unique_count,row,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_IMMUNIZATIONS,ADMINISTERED_BODY_SITE_DK,STRING,36,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_IMMUNIZATIONS.ADMINISTERED_BODY_SITE_DK,209,3786,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_DATE_DK,INT64,24,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_DATE_DK,9133,4142,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,RAD11_RESULTS,ADMINISTERED_DOSE,STRING,14,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.RAD11_RESULTS.ADMINISTERED_DOSE,70,5232,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_IMMUNIZATIONS,ADMINISTERED_DOSE,STRING,38,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_IMMUNIZATIONS.ADMINISTERED_DOSE,4350,3788,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_DOSE,STRING,32,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_DOSE,788358,4150,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,RAD11_RESULTS,ADMINISTERED_DOSE_UNITS,STRING,13,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.RAD11_RESULTS.ADMINISTERED_DOSE_UNITS,8,5231,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_DOSE_UNITS,STRING,33,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_DOSE_UNITS,371,4151,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_DTM,DATETIME,26,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_DTM,omitted,4144,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,RAD11_RESULTS,ADMINISTERED_DTM,DATETIME,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.RAD11_RESULTS.ADMINISTERED_DTM,omitted,5228,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_FORM,STRING,31,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_FORM,590,4149,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_FREQUENCY,STRING,29,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_FREQUENCY,828,4147,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_MEDS_COMMENTS,STRING,40,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_MEDS_COMMENTS,8307539,4158,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_QUANTITY,INT64,36,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_QUANTITY,3261,4154,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_ROUTE,STRING,30,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_ROUTE,479,4148,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_STATUS,STRING,28,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_STATUS,52,4146,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,RAD11_RESULTS,ADMINISTERED_STRENGTH,STRING,16,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.RAD11_RESULTS.ADMINISTERED_STRENGTH,15,5234,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_STRENGTH,STRING,34,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_STRENGTH,117420,4152,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,RAD11_RESULTS,ADMINISTERED_STRENGTH_UNITS,STRING,15,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.RAD11_RESULTS.ADMINISTERED_STRENGTH_UNITS,4,5233,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_STRENGTH_UNITS,STRING,35,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_STRENGTH_UNITS,206,4153,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_MEDS_ADMINISTERED,ADMINISTERED_TIME_DK,INT64,25,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_MEDS_ADMINISTERED.ADMINISTERED_TIME_DK,1440,4143,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_TREATMENT_DETAIL,ADMINISTRATION_INSTRUCTION,STRING,45,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_TREATMENT_DETAIL.ADMINISTRATION_INSTRUCTION,98694,5134,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,ADMISSION_DATE_DK,INT64,20,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.ADMISSION_DATE_DK,10092,3170,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,ADMISSION_DTM,DATETIME,22,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.ADMISSION_DTM,omitted,3172,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,ADMISSION_PROVIDER_DK,STRING,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.ADMISSION_PROVIDER_DK,12262,3160,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_CLAIMS,ADMISSION_TIME_DK,INT64,21,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_CLAIMS.ADMISSION_TIME_DK,1440,3171,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DATE_DK,INT64,18,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_DATE_DK,11612,2926,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_DATE_DK,INT64,18,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_DATE_DK,18691,3588,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DISCHARGE_TRANSFER_FPK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_DISCHARGE_TRANSFER_FPK,25964030,2915,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_DTM,DATETIME,20,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_DTM,omitted,2928,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_DTM,DATETIME,20,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_DTM,omitted,3590,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_LOCATION_DK,STRING,13,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_LOCATION_DK,5390,3583,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_MODE,ADMIT_MODE_CODE,STRING,8,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_MODE.ADMIT_MODE_CODE,150,1007,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_MODE,ADMIT_MODE_DESCRIPTION,STRING,9,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_MODE.ADMIT_MODE_DESCRIPTION,160,1008,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_MODE_DK,STRING,37,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_MODE_DK,123,2945,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_MODE,ADMIT_MODE_DK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_MODE.ADMIT_MODE_DK,195,1006,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_PROVIDER_DK,STRING,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_PROVIDER_DK,22453,3580,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_SERVICE_DK,STRING,33,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_SERVICE_DK,588,3603,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_SOURCE,ADMIT_SOURCE_CODE,STRING,8,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_SOURCE.ADMIT_SOURCE_CODE,175,1017,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_SOURCE,ADMIT_SOURCE_DESCRIPTION,STRING,9,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_SOURCE.ADMIT_SOURCE_DESCRIPTION,210,1018,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_SOURCE_DK,STRING,39,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_SOURCE_DK,104,2947,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_SOURCE_DK,STRING,35,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_SOURCE_DK,108,3605,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_SOURCE,ADMIT_SOURCE_DK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_SOURCE.ADMIT_SOURCE_DK,252,1016,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_TIME_DK,INT64,19,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_TIME_DK,1440,3589,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_TIME_DK,INT64,19,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_TIME_DK,5013,2927,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_TYPE,ADMIT_TYPE_CODE,STRING,8,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_TYPE.ADMIT_TYPE_CODE,46,1027,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_TYPE,ADMIT_TYPE_DESCRIPTION,STRING,9,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_TYPE.ADMIT_TYPE_DESCRIPTION,32,1028,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ENCOUNTERS,ADMIT_TYPE_DK,STRING,36,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ENCOUNTERS.ADMIT_TYPE_DK,40,3606,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION,ADMIT_TYPE_DK,STRING,38,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ADMIT_DISCHARGE_TRANSFER_LOCATION.ADMIT_TYPE_DK,43,2946,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_ADMIT_TYPE,ADMIT_TYPE_DK,STRING,7,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_ADMIT_TYPE.ADMIT_TYPE_DK,62,1026,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_BN,ADMITTING_DIAGNOSIS_FLAG,STRING,26,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_BN.ADMITTING_DIAGNOSIS_FLAG,2,3432,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS_EPIC,ADMITTING_DIAGNOSIS_FLAG,STRING,26,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS_EPIC.ADMITTING_DIAGNOSIS_FLAG,4,3462,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_DIAGNOSIS,ADMITTING_DIAGNOSIS_FLAG,STRING,26,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_DIAGNOSIS.ADMITTING_DIAGNOSIS_FLAG,5,3402,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_AGE_GROUP,AGE_GROUP_CD,STRING,10,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_AGE_GROUP.AGE_GROUP_CD,36,1039,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_AGE_GROUP,AGE_GROUP_DESC,STRING,11,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_AGE_GROUP.AGE_GROUP_DESC,36,1040,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_AGE_GROUP,AGE_GROUP_DK,INT64,8,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_AGE_GROUP.AGE_GROUP_DK,47,1037,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_FAMILY_MEDICAL_HISTORY,AGE_OF_ONSET,FLOAT64,24,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_FAMILY_MEDICAL_HISTORY.AGE_OF_ONSET,122,3642,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_AGE_GROUP,AGE_YR_LOWER_QTY,INT64,12,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_AGE_GROUP.AGE_YR_LOWER_QTY,23,1041,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,DIM_AGE_GROUP,AGE_YR_UPPER_QTY,INT64,13,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.DIM_AGE_GROUP.AGE_YR_UPPER_QTY,23,1042,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,Organization,alias,STRING,19,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.Organization.alias,101,784,
ml-mps-adl-intfhr-phi-p-3b6e,phi_secondary_use_fhir_clinicnumber_us_p,Location,alias,STRING,9,,,ml-mps-adl-intfhr-phi-p-3b6e.phi_secondary_use_fhir_clinicnumber_us_p.Location.alias,39921,531,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ALLERGIES,ALLERGY_ACTIVE_DATE_DK,INT64,16,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ALLERGIES.ALLERGY_ACTIVE_DATE_DK,8823,2972,
ml-mps-adl-intudp-phi-p-d5cb,phi_udpwh_etl_us_p,FACT_ALLERGIES,ALLERGY_ACTIVE_DTM,DATETIME,18,,,ml-mps-adl-intudp-phi-p-d5cb.phi_udpwh_etl_us_p.FACT_ALLERGIES.ALLERGY_ACTIVE_DTM,omitted,2974,
